372338.98126006,4943195.39932954,1
372340.83862668,4943191.87881336,1
372342.98576894,4943187.49435049,1
372345.58062094,4943182.10085261,1
372348.19691696,4943176.72054405,1
372350.69034523,4943171.30203185,1
372352.97666723,4943165.77920923,1
372355.11376754,4943160.56769269,1
372358.85345419,4943156.02635493,1
372362.52203339,4943151.25717329,1
372365.76826171,4943146.22500274,1
372368.92110979,4943141.18565894,1
372371.85074378,4943135.85034802,1
372374.716144,4943130.69078878,1
372378.09331421,4943125.74358246,1
372381.96840723,4943121.39970137,1
372386.53103653,4943117.81318941,1
372391.8308319,4943115.17327994,1
372397.16729331,4943112.66464881,1
372402.76152891,4943110.44235452,1
372408.29588364,4943108.17055969,1
372413.81059252,4943105.73503993,1
372419.53924212,4943103.92459802,1
372425.07307959,4943101.62079788,1
372430.61502076,4943099.36705268,1
372436.13107454,4943097.07801207,1
372441.60378875,4943094.60654834,1
372446.944495,4943091.86936393,1
372452.21636248,4943089.12218494,1
372457.55401179,4943086.52245815,1
372462.99986698,4943083.926781,1
372468.269251,4943081.01953032,1
372473.47690978,4943078.0378327,1
372478.72484921,4943075.2630921,1
372484.05755512,4943072.55289025,1
372489.31897776,4943069.70476543,1
372494.96068918,4943067.79796923,1
372500.75011583,4943067.21860461,1
372506.34505498,4943069.09940489,1
372511.62074451,4943071.96349169,1
372516.28336886,4943075.60512198,1
372520.98964541,4943079.26505648,1
372526.26962635,4943081.96317098,1
372531.99384771,4943084.21391922,1
372538.04618286,4943086.04558144,1
372544.16747687,4943086.31528074,1
372550.18381726,4943085.18596331,1
372555.92723043,4943083.4509735,1
372561.68431479,4943082.13579855,1
372567.5160336,4943081.42517837,1
372573.36097688,4943080.86377884,1
372579.32736986,4943080.63167285,1
372585.324943,4943080.50929591,1
372591.32745452,4943080.37920687,1
372597.19585221,4943080.57038349,1
372603.02468561,4943081.19722387,1
372609.00672869,4943081.75991886,1
372615.06340571,4943081.83972492,1
372621.15796268,4943080.96814904,1
372627.03713837,4943079.78162256,1
372632.83322812,4943078.04233311,1
372638.36261879,4943075.83258034,1
372643.8905445,4943072.88417746,1
372648.52436319,4943068.89363752,1
372652.56994587,4943064.36132582,1
372656.27541237,4943059.64357945,1
372659.96790574,4943054.98085427,1
372664.00356583,4943050.60447092,1
372667.79718295,4943045.97103231,1
372672.13454983,4943041.90345914,1
372677.43073688,4943039.24694446,1
372683.3071554,4943037.91141513,1
372689.33092146,4943037.37208845,1
372695.26568941,4943036.83984656,1
372701.05013756,4943035.61748214,1
372706.84149755,4943034.07580041,1
372712.54320026,4943032.37170971,1
372718.28335049,4943030.75702277,1
372724.04070123,4943029.3342089,1
372729.9359837,4943028.39298881,1
372735.85012742,4943027.60582394,1
372741.71828775,4943026.60895821,1
372747.57145929,4943025.80668178,1
372753.48123341,4943025.5765642,1
372759.54471608,4943025.64349918,1
372765.50966837,4943025.28530519,1
372771.52876817,4943024.39193214,1
372777.41341432,4943023.19027522,1
372783.23105993,4943021.74119344,1
372789.00352255,4943020.22869525,1
372794.68155262,4943018.81342227,1
372800.60030558,4943016.87326117,1
372806.17331169,4943014.65868286,1
372811.73363814,4943012.40896691,1
372817.30564796,4943010.2297318,1
372822.86476303,4943007.93058422,1
372828.37326185,4943005.61843452,1
372833.94146861,4943003.45947958,1
372838.34746422,4943001.93680164,1
372842.13310987,4943000.62966172,1
372845.91146306,4942999.32356958,1
