372724.48822237,4943347.52741805,7
372724.02028975,4943346.64591307,7
372723.55235714,4943345.76440808,7
372723.08442452,4943344.8829031,7
372722.61649191,4943344.00139812,7
372722.14855929,4943343.11989313,7
372721.68062668,4943342.23838815,7
372721.21269406,4943341.35688316,7
372720.74476145,4943340.47537818,7
372720.27682883,4943339.5938732,7
372719.80889622,4943338.71236821,7
372719.3409636,4943337.83086323,7
372718.87303099,4943336.94935825,7
372718.40509838,4943336.06785326,7
372717.93716576,4943335.18634828,7
372717.46923315,4943334.3048433,7
372717.00130053,4943333.42333831,7
372716.53336792,4943332.54183333,7
372716.0654353,4943331.66032835,7
372715.59750269,4943330.77882336,7
372715.12957007,4943329.89731838,7
372714.66163746,4943329.0158134,7
372714.19370484,4943328.13430841,7
372713.72577223,4943327.25280343,7
372713.25783961,4943326.37129844,7
372712.789907,4943325.48979346,7
372712.32197438,4943324.60828848,7
372711.85404177,4943323.72678349,7
372711.38610915,4943322.84527851,7
372710.91817654,4943321.96377353,7
372710.45024392,4943321.08226854,7
372709.98231131,4943320.20076356,7
372709.51437869,4943319.31925858,7
372709.04644608,4943318.43775359,7
372708.57851346,4943317.55624861,7
372708.11058085,4943316.67474363,7
372707.64264823,4943315.79323864,7
372707.17471562,4943314.91173366,7
372706.706783,4943314.03022868,7
372706.23885039,4943313.14872369,7
372705.77091777,4943312.26721871,7
372705.30298516,4943311.38571372,7
372704.83505254,4943310.50420874,7
372704.36711993,4943309.62270376,7
372703.89918731,4943308.74119877,7
372703.4312547,4943307.85969379,7
372702.96332208,4943306.97818881,7
372702.49538947,4943306.09668382,7
372702.02745685,4943305.21517884,7
372701.55952424,4943304.33367386,7
372701.09159162,4943303.45216887,7
372700.62365901,4943302.57066389,7
372700.15572639,4943301.68915891,7
372699.68779378,4943300.80765392,7
372699.21986116,4943299.92614894,7
372698.75192855,4943299.04464396,7
372698.28399593,4943298.16313897,7
372697.81606332,4943297.28163399,7
372697.3481307,4943296.40012901,7
372696.88019809,4943295.51862402,7
372696.41226547,4943294.63711904,7
372695.94433286,4943293.75561405,7
372695.47640024,4943292.87410907,7
372695.00846763,4943291.99260409,7
372694.54053501,4943291.1110991,7
372694.0726024,4943290.22959412,7
372693.60466978,4943289.34808914,7
372693.13673717,4943288.46658415,7
372692.66880455,4943287.58507917,7
372692.20087194,4943286.70357419,7
372691.73293932,4943285.8220692,7
372691.26500671,4943284.94056422,7
372690.79707409,4943284.05905924,7
372690.32914148,4943283.17755425,7
372689.86120886,4943282.29604927,7
372689.39327625,4943281.41454429,7
372688.92534363,4943280.5330393,7
